Elo	Username	W	L	T	Glicko	Rating_Deviation	GXE	Games_Played	Last_update	H2H_Data
2233.7125069622994	PAC-MM-SynRLV2-2	19384	2803	110	1897.2	24	82.17	22297	Tue Sep 30 2025 16:09:51 GMT+0000 (Coordinated Universal Time)	{"pacmmsynrlv02":{"w":1657,"l":309,"t":15},"pacmmsmallil2":{"w":1880,"l":166,"t":8},"pacmmsynrlv12":{"w":1440,"l":370,"t":15},"pacbhpokeenv2":{"w":1141,"l":55,"t":8},"pacbhkaizo2":{"w":1044,"l":46,"t":4},"pacmmsmallrlg92":{"w":1888,"l":262,"t":3},"pacmmsilfa2":{"w":1436,"l":200,"t":4},"pacmmbasernn2":{"w":758,"l":68,"t":4},"pacbhsswitch2":{"w":1177,"l":53,"t":11},"pacbhgymleader2":{"w":1147,"l":47,"t":11},"pacmmsynrlv1sp2":{"w":1532,"l":547,"t":10},"pacmmlargerl2":{"w":1679,"l":250,"t":10},"pacmmabra2":{"w":1573,"l":425,"t":5},"pacbhg1boss2":{"w":1032,"l":5,"t":2}}
2051.102662643391	PAC-MM-SynRLV1-SP2	15014	6929	154	1708.3	23	69.03	22097	Tue Sep 30 2025 16:09:31 GMT+0000 (Coordinated Universal Time)	{"pacmmlargerl2":{"w":1220,"l":673,"t":12},"pacmmsmallrlg92":{"w":1400,"l":724,"t":12},"pacbhg1boss2":{"w":1037,"l":33,"t":2},"pacmmsynrlv02":{"w":1241,"l":757,"t":20},"pacbhkaizo2":{"w":948,"l":120,"t":4},"pacmmabra2":{"w":1085,"l":836,"t":14},"pacmmbasernn2":{"w":660,"l":181,"t":7},"pacbhgymleader2":{"w":1076,"l":112,"t":12},"pacmmsmallil2":{"w":1518,"l":409,"t":9},"pacbhpokeenv2":{"w":1039,"l":126,"t":12},"pacmmsynrlv12":{"w":1115,"l":771,"t":16},"pacmmsilfa2":{"w":1088,"l":519,"t":14},"pacmmsynrlv22":{"w":547,"l":1532,"t":10},"pacbhsswitch2":{"w":1040,"l":136,"t":10}}
2006.4394642128511	PAC-MM-SynRLV1-2	12495	7452	144	1655.1	23	64.49	20091	Tue Sep 30 2025 16:09:31 GMT+0000 (Coordinated Universal Time)	{"pacmmlargerl2":{"w":1091,"l":661,"t":11},"pacmmsilfa2":{"w":913,"l":548,"t":9},"pacmmsmallrlg92":{"w":1070,"l":706,"t":11},"pacbhpokeenv2":{"w":899,"l":160,"t":11},"pacmmsmallil2":{"w":1349,"l":475,"t":10},"pacmmsynrlv22":{"w":370,"l":1440,"t":15},"pacbhsswitch2":{"w":913,"l":147,"t":10},"pacmmsynrlv1sp2":{"w":771,"l":1115,"t":16},"pacmmabra2":{"w":830,"l":907,"t":6},"pacbhgymleader2":{"w":946,"l":133,"t":10},"pacbhkaizo2":{"w":779,"l":124,"t":3},"pacbhg1boss2":{"w":937,"l":28,"t":4},"pacmmbasernn2":{"w":596,"l":189,"t":4},"pacmmsynrlv02":{"w":1031,"l":817,"t":24},"pacgrakejigsby":{"w":0,"l":2,"t":0}}
2002.3401279941447	PAC-MM-Abra-2	14654	7595	115	1658.7	23	64.81	22364	Tue Sep 30 2025 16:05:57 GMT+0000 (Coordinated Universal Time)	{"pacmmsilfa2":{"w":1329,"l":674,"t":13},"pacmmsynrlv02":{"w":1111,"l":735,"t":16},"pacbhgymleader2":{"w":1146,"l":98,"t":4},"pacmmlargerl2":{"w":1322,"l":772,"t":15},"pacbhpokeenv2":{"w":1065,"l":118,"t":7},"pacmmsynrlv1sp2":{"w":836,"l":1085,"t":14},"pacmmsmallrlg92":{"w":1261,"l":765,"t":8},"pacbhkaizo2":{"w":928,"l":126,"t":0},"pacbhsswitch2":{"w":1126,"l":90,"t":10},"pacmmbasernn2":{"w":575,"l":238,"t":7},"pacbhg1boss2":{"w":1021,"l":27,"t":3},"pacmmsynrlv12":{"w":907,"l":830,"t":6},"pacmmsmallil2":{"w":1601,"l":464,"t":7},"pacmmsynrlv22":{"w":425,"l":1573,"t":5},"pacgrakejigsby":{"w":1,"l":0,"t":0}}
1962.5218307636774	PAC-MM-SynRLV0-2	12034	8808	207	1601.9	23	59.68	21049	Tue Sep 30 2025 16:10:06 GMT+0000 (Coordinated Universal Time)	{"pacmmsynrlv22":{"w":309,"l":1657,"t":15},"pacmmabra2":{"w":735,"l":1111,"t":16},"pacmmsynrlv1sp2":{"w":757,"l":1241,"t":20},"pacmmlargerl2":{"w":989,"l":821,"t":23},"pacmmsmallrlg92":{"w":948,"l":761,"t":7},"pacbhgymleader2":{"w":1059,"l":160,"t":17},"pacbhg1boss2":{"w":982,"l":57,"t":8},"pacbhpokeenv2":{"w":952,"l":186,"t":14},"pacmmsmallil2":{"w":1179,"l":525,"t":18},"pacmmsilfa2":{"w":967,"l":693,"t":18},"pacbhsswitch2":{"w":990,"l":158,"t":17},"pacbhkaizo2":{"w":812,"l":163,"t":1},"pacmmbasernn2":{"w":538,"l":244,"t":9},"pacmmsynrlv12":{"w":817,"l":1031,"t":24}}
1950.6892329140726	PAC-MM-LargeRL-2	11047	9780	190	1584.4	23	58.05	21017	Tue Sep 30 2025 16:09:32 GMT+0000 (Coordinated Universal Time)	{"pacmmsynrlv1sp2":{"w":673,"l":1220,"t":12},"pacmmsynrlv12":{"w":661,"l":1091,"t":11},"pacbhgymleader2":{"w":897,"l":177,"t":18},"pacmmsmallrlg92":{"w":954,"l":923,"t":15},"pacmmabra2":{"w":772,"l":1322,"t":15},"pacbhkaizo2":{"w":754,"l":201,"t":8},"pacmmsynrlv02":{"w":821,"l":989,"t":23},"pacbhsswitch2":{"w":910,"l":209,"t":17},"pacbhpokeenv2":{"w":892,"l":233,"t":13},"pacbhg1boss2":{"w":979,"l":57,"t":4},"pacmmsilfa2":{"w":872,"l":772,"t":19},"pacmmsynrlv22":{"w":250,"l":1679,"t":10},"pacmmsmallil2":{"w":1121,"l":648,"t":13},"pacmmbasernn2":{"w":491,"l":259,"t":12}}
1917.0953292037932	PAC-MM-SmallRLG9-2	12207	10240	114	1578.6	23	57.5	22561	Tue Sep 30 2025 16:09:00 GMT+0000 (Coordinated Universal Time)	{"pacmmsmallil2":{"w":1506,"l":744,"t":12},"pacmmsynrlv1sp2":{"w":724,"l":1400,"t":12},"pacmmlargerl2":{"w":923,"l":954,"t":15},"pacbhkaizo2":{"w":818,"l":223,"t":3},"pacmmsynrlv12":{"w":706,"l":1070,"t":11},"pacbhsswitch2":{"w":1004,"l":191,"t":10},"pacbhpokeenv2":{"w":973,"l":232,"t":7},"pacmmabra2":{"w":765,"l":1261,"t":8},"pacmmsynrlv22":{"w":262,"l":1888,"t":3},"pacmmsilfa2":{"w":1128,"l":829,"t":11},"pacmmsynrlv02":{"w":761,"l":948,"t":7},"pacmmbasernn2":{"w":643,"l":285,"t":3},"pacbhg1boss2":{"w":1014,"l":36,"t":2},"pacbhgymleader2":{"w":980,"l":179,"t":10}}
1862.8174851630679	PAC-MM-SmallIL-2	8534	13482	184	1472.1	23	47.32	22200	Tue Sep 30 2025 16:09:00 GMT+0000 (Coordinated Universal Time)	{"pacmmsmallrlg92":{"w":744,"l":1506,"t":12},"pacmmsynrlv22":{"w":166,"l":1880,"t":8},"pacbhgymleader2":{"w":842,"l":358,"t":17},"pacmmsynrlv12":{"w":475,"l":1349,"t":10},"pacbhsswitch2":{"w":816,"l":381,"t":27},"pacbhkaizo2":{"w":633,"l":406,"t":15},"pacmmsynrlv1sp2":{"w":409,"l":1518,"t":9},"pacmmsilfa2":{"w":742,"l":1158,"t":14},"pacbhpokeenv2":{"w":759,"l":464,"t":24},"pacmmbasernn2":{"w":397,"l":420,"t":4},"pacbhg1boss2":{"w":913,"l":138,"t":6},"pacmmabra2":{"w":464,"l":1601,"t":7},"pacmmsynrlv02":{"w":525,"l":1179,"t":18},"pacmmlargerl2":{"w":648,"l":1121,"t":13},"pacgrakejigsby":{"w":1,"l":3,"t":0}}
1817.2703906541126	PAC-MM-BaseRNN-2	6527	6788	295	1470.1	23	47.13	13610	Tue Sep 30 2025 15:53:45 GMT+0000 (Coordinated Universal Time)	{"pacbhsswitch2":{"w":926,"l":347,"t":55},"pacbhpokeenv2":{"w":865,"l":412,"t":61},"pacmmsilfa2":{"w":301,"l":502,"t":5},"pacmmsynrlv1sp2":{"w":181,"l":660,"t":7},"pacbhg1boss2":{"w":974,"l":173,"t":37},"pacmmabra2":{"w":238,"l":575,"t":7},"pacbhgymleader2":{"w":896,"l":318,"t":44},"pacmmsynrlv22":{"w":68,"l":758,"t":4},"pacmmsmallil2":{"w":420,"l":397,"t":4},"pacmmsmallrlg92":{"w":285,"l":643,"t":3},"pacbhkaizo2":{"w":681,"l":377,"t":43},"pacmmsynrlv12":{"w":189,"l":596,"t":4},"pacmmsynrlv02":{"w":244,"l":538,"t":9},"pacmmlargerl2":{"w":259,"l":491,"t":12},"pacgrakejigsby":{"w":0,"l":1,"t":0}}
1816.7001610419006	PAC-MM-SILFA-2	10041	9787	152	1492.6	23	49.29	19980	Tue Sep 30 2025 16:09:32 GMT+0000 (Coordinated Universal Time)	{"pacmmabra2":{"w":674,"l":1329,"t":13},"pacmmsynrlv12":{"w":548,"l":913,"t":9},"pacbhgymleader2":{"w":924,"l":208,"t":11},"pacmmbasernn2":{"w":502,"l":301,"t":5},"pacbhg1boss2":{"w":912,"l":64,"t":7},"pacmmsmallil2":{"w":1158,"l":742,"t":14},"pacmmsynrlv22":{"w":200,"l":1436,"t":4},"pacmmsmallrlg92":{"w":829,"l":1128,"t":11},"pacbhsswitch2":{"w":878,"l":231,"t":10},"pacbhkaizo2":{"w":627,"l":245,"t":6},"pacmmsynrlv1sp2":{"w":519,"l":1088,"t":14},"pacmmlargerl2":{"w":772,"l":872,"t":19},"pacmmsynrlv02":{"w":693,"l":967,"t":18},"pacbhpokeenv2":{"w":805,"l":263,"t":11}}
