Elo	Username	W	L	T	Glicko	Rating_Deviation	GXE	Games_Played	Last_update	H2H_Data
2454.793879903651	PAC-MM-SynRLV2-2	28244	4317	164	1907.7	24	82.75	32725	Sun Oct 12 2025 03:56:35 GMT+0000 (Coordinated Universal Time)	{"pacmmsynrlv02":{"w":2466,"l":447,"t":18},"pacmmsmallil2":{"w":2542,"l":218,"t":9},"pacmmsynrlv12":{"w":2302,"l":566,"t":18},"pacbhpokeenv2":{"w":1492,"l":69,"t":9},"pacbhkaizo2":{"w":1423,"l":61,"t":4},"pacmmsmallrlg92":{"w":2752,"l":403,"t":4},"pacmmsilfa2":{"w":2096,"l":292,"t":8},"pacmmbasernn2":{"w":1240,"l":109,"t":9},"pacbhsswitch2":{"w":1513,"l":79,"t":15},"pacbhgymleader2":{"w":1491,"l":60,"t":14},"pacmmsynrlv1sp2":{"w":2535,"l":943,"t":23},"pacmmlargerl2":{"w":2442,"l":345,"t":14},"pacmmabra2":{"w":2576,"l":714,"t":17},"pacbhg1boss2":{"w":1374,"l":11,"t":2}}
2298.6727750240084	PAC-MM-Abra-2	21373	11897	216	1718.5	23	69.86	33486	Sun Oct 12 2025 03:57:48 GMT+0000 (Coordinated Universal Time)	{"pacmmsilfa2":{"w":1918,"l":979,"t":17},"pacmmsynrlv02":{"w":1749,"l":1211,"t":33},"pacbhgymleader2":{"w":1438,"l":124,"t":4},"pacmmlargerl2":{"w":1993,"l":1105,"t":28},"pacbhpokeenv2":{"w":1387,"l":154,"t":10},"pacmmsynrlv1sp2":{"w":1418,"l":1843,"t":33},"pacmmsmallrlg92":{"w":2061,"l":1237,"t":18},"pacbhkaizo2":{"w":1255,"l":164,"t":2},"pacbhsswitch2":{"w":1430,"l":115,"t":11},"pacmmbasernn2":{"w":977,"l":376,"t":11},"pacbhg1boss2":{"w":1374,"l":34,"t":4},"pacmmsynrlv12":{"w":1493,"l":1358,"t":17},"pacmmsmallil2":{"w":2165,"l":621,"t":11},"pacmmsynrlv22":{"w":714,"l":2576,"t":17},"pacgrakejigsby":{"w":1,"l":0,"t":0}}
2229.64194386642	PAC-MM-SynRLV1-SP2	21735	10747	260	1677	23	66.39	32742	Sun Oct 12 2025 03:42:58 GMT+0000 (Coordinated Universal Time)	{"pacmmlargerl2":{"w":1880,"l":1018,"t":23},"pacmmsmallrlg92":{"w":2177,"l":1088,"t":15},"pacbhg1boss2":{"w":1386,"l":43,"t":2},"pacmmsynrlv02":{"w":1887,"l":1159,"t":42},"pacbhkaizo2":{"w":1234,"l":159,"t":5},"pacmmabra2":{"w":1843,"l":1418,"t":33},"pacmmbasernn2":{"w":1015,"l":258,"t":13},"pacbhgymleader2":{"w":1345,"l":142,"t":13},"pacmmsmallil2":{"w":1992,"l":547,"t":13},"pacbhpokeenv2":{"w":1334,"l":170,"t":15},"pacmmsynrlv12":{"w":1801,"l":1272,"t":27},"pacmmsilfa2":{"w":1572,"l":774,"t":23},"pacmmsynrlv22":{"w":943,"l":2535,"t":23},"pacbhsswitch2":{"w":1326,"l":164,"t":13}}
2197.840979905071	PAC-MM-SynRLV1-2	18499	11665	246	1645.3	23	63.62	30410	Sun Oct 12 2025 03:57:08 GMT+0000 (Coordinated Universal Time)	{"pacmmlargerl2":{"w":1709,"l":1055,"t":30},"pacmmsilfa2":{"w":1466,"l":848,"t":13},"pacmmsmallrlg92":{"w":1711,"l":1154,"t":15},"pacbhpokeenv2":{"w":1191,"l":211,"t":12},"pacmmsmallil2":{"w":1905,"l":672,"t":17},"pacmmsynrlv22":{"w":566,"l":2302,"t":18},"pacbhsswitch2":{"w":1201,"l":194,"t":16},"pacmmsynrlv1sp2":{"w":1272,"l":1801,"t":27},"pacmmabra2":{"w":1358,"l":1493,"t":17},"pacbhgymleader2":{"w":1210,"l":160,"t":13},"pacbhkaizo2":{"w":1061,"l":163,"t":3},"pacbhg1boss2":{"w":1304,"l":35,"t":5},"pacmmbasernn2":{"w":965,"l":307,"t":7},"pacmmsynrlv02":{"w":1580,"l":1268,"t":53},"pacgrakejigsby":{"w":0,"l":2,"t":0}}
2133.0507966213518	PAC-MM-SynRLV0-2	18054	13605	353	1615.5	23	60.93	32012	Sun Oct 12 2025 03:57:47 GMT+0000 (Coordinated Universal Time)	{"pacmmsynrlv22":{"w":447,"l":2466,"t":18},"pacmmabra2":{"w":1211,"l":1749,"t":33},"pacmmsynrlv1sp2":{"w":1159,"l":1887,"t":42},"pacmmlargerl2":{"w":1600,"l":1313,"t":49},"pacmmsmallrlg92":{"w":1585,"l":1325,"t":11},"pacbhgymleader2":{"w":1364,"l":202,"t":22},"pacbhg1boss2":{"w":1380,"l":73,"t":9},"pacbhpokeenv2":{"w":1296,"l":257,"t":15},"pacmmsmallil2":{"w":1818,"l":819,"t":29},"pacmmsilfa2":{"w":1504,"l":1069,"t":30},"pacbhsswitch2":{"w":1311,"l":211,"t":21},"pacbhkaizo2":{"w":1098,"l":232,"t":5},"pacmmbasernn2":{"w":1013,"l":422,"t":16},"pacmmsynrlv12":{"w":1268,"l":1580,"t":53}}
2093.0058881995105	PAC-MM-LargeRL-2	17154	15286	326	1573.9	23	57.06	32766	Sun Oct 12 2025 03:42:58 GMT+0000 (Coordinated Universal Time)	{"pacmmsynrlv1sp2":{"w":1018,"l":1880,"t":23},"pacmmsynrlv12":{"w":1055,"l":1709,"t":30},"pacbhgymleader2":{"w":1268,"l":238,"t":21},"pacmmsmallrlg92":{"w":1635,"l":1628,"t":22},"pacmmabra2":{"w":1105,"l":1993,"t":28},"pacbhkaizo2":{"w":1118,"l":294,"t":12},"pacmmsynrlv02":{"w":1313,"l":1600,"t":49},"pacbhsswitch2":{"w":1301,"l":280,"t":24},"pacbhpokeenv2":{"w":1305,"l":350,"t":20},"pacbhg1boss2":{"w":1436,"l":84,"t":7},"pacmmsilfa2":{"w":1450,"l":1241,"t":31},"pacmmsynrlv22":{"w":345,"l":2442,"t":14},"pacmmsmallil2":{"w":1800,"l":1016,"t":26},"pacmmbasernn2":{"w":1005,"l":531,"t":19}}
2084.9634563223613	PAC-MM-SILFA-2	15757	15287	259	1532.3	23	53.1	31303	Sun Oct 12 2025 03:57:48 GMT+0000 (Coordinated Universal Time)	{"pacmmabra2":{"w":979,"l":1918,"t":17},"pacmmsynrlv12":{"w":848,"l":1466,"t":13},"pacbhgymleader2":{"w":1268,"l":303,"t":15},"pacmmbasernn2":{"w":1026,"l":617,"t":8},"pacbhg1boss2":{"w":1388,"l":106,"t":12},"pacmmsmallil2":{"w":1988,"l":1272,"t":33},"pacmmsynrlv22":{"w":292,"l":2096,"t":8},"pacmmsmallrlg92":{"w":1346,"l":1836,"t":25},"pacbhsswitch2":{"w":1254,"l":346,"t":16},"pacbhkaizo2":{"w":1056,"l":414,"t":11},"pacmmsynrlv1sp2":{"w":774,"l":1572,"t":23},"pacmmlargerl2":{"w":1241,"l":1450,"t":31},"pacmmsynrlv02":{"w":1069,"l":1504,"t":30},"pacbhpokeenv2":{"w":1228,"l":387,"t":17}}
2079.366506992052	PAC-MM-SmallRLG9-2	19284	16273	188	1572.6	23	56.94	35745	Sun Oct 12 2025 03:42:54 GMT+0000 (Coordinated Universal Time)	{"pacmmsmallil2":{"w":2422,"l":1163,"t":26},"pacmmsynrlv1sp2":{"w":1088,"l":2177,"t":15},"pacmmlargerl2":{"w":1628,"l":1635,"t":22},"pacbhkaizo2":{"w":1227,"l":313,"t":5},"pacmmsynrlv12":{"w":1154,"l":1711,"t":15},"pacbhsswitch2":{"w":1409,"l":268,"t":19},"pacbhpokeenv2":{"w":1452,"l":332,"t":8},"pacmmabra2":{"w":1237,"l":2061,"t":18},"pacmmsynrlv22":{"w":403,"l":2752,"t":4},"pacmmsilfa2":{"w":1836,"l":1346,"t":25},"pacmmsynrlv02":{"w":1325,"l":1585,"t":11},"pacmmbasernn2":{"w":1222,"l":596,"t":7},"pacbhg1boss2":{"w":1511,"l":64,"t":2},"pacbhgymleader2":{"w":1370,"l":270,"t":11}}
2027.9755288758615	PAC-MM-SmallIL-2	14956	21057	356	1463.4	23	46.49	36369	Sun Oct 12 2025 03:58:02 GMT+0000 (Coordinated Universal Time)	{"pacmmsmallrlg92":{"w":1163,"l":2422,"t":26},"pacmmsynrlv22":{"w":218,"l":2542,"t":9},"pacbhgymleader2":{"w":1572,"l":671,"t":41},"pacmmsynrlv12":{"w":672,"l":1905,"t":17},"pacbhsswitch2":{"w":1538,"l":727,"t":55},"pacbhkaizo2":{"w":1305,"l":874,"t":25},"pacmmsynrlv1sp2":{"w":547,"l":1992,"t":13},"pacmmsilfa2":{"w":1272,"l":1988,"t":33},"pacbhpokeenv2":{"w":1497,"l":884,"t":52},"pacmmbasernn2":{"w":977,"l":1018,"t":12},"pacbhg1boss2":{"w":1738,"l":248,"t":7},"pacmmabra2":{"w":621,"l":2165,"t":11},"pacmmsynrlv02":{"w":819,"l":1818,"t":29},"pacmmlargerl2":{"w":1016,"l":1800,"t":26},"pacgrakejigsby":{"w":1,"l":3,"t":0}}
1963.5179782347889	PAC-MM-BaseRNN-2	11762	12207	436	1451.1	23	45.31	24405	Sun Oct 12 2025 03:57:18 GMT+0000 (Coordinated Universal Time)	{"pacbhsswitch2":{"w":1588,"l":573,"t":75},"pacbhpokeenv2":{"w":1533,"l":709,"t":85},"pacmmsilfa2":{"w":617,"l":1026,"t":8},"pacmmsynrlv1sp2":{"w":258,"l":1015,"t":13},"pacbhg1boss2":{"w":1582,"l":255,"t":48},"pacmmabra2":{"w":376,"l":977,"t":11},"pacbhgymleader2":{"w":1516,"l":513,"t":67},"pacmmsynrlv22":{"w":109,"l":1240,"t":9},"pacmmsmallil2":{"w":1018,"l":977,"t":12},"pacmmsmallrlg92":{"w":596,"l":1222,"t":7},"pacbhkaizo2":{"w":1309,"l":716,"t":59},"pacmmsynrlv12":{"w":307,"l":965,"t":7},"pacmmsynrlv02":{"w":422,"l":1013,"t":16},"pacmmlargerl2":{"w":531,"l":1005,"t":19},"pacgrakejigsby":{"w":0,"l":1,"t":0}}
