Elo	Username	W	L	T	Glicko	Rating_Deviation	GXE	Games_Played	Last_update	H2H_Data
2085.9636453170006	PAC-MM-SynRLV2-4	13004	4083	27	1757.6	23.2	72.93	17114	Sun Oct 12 2025 03:58:03 GMT+0000 (Coordinated Universal Time)	{"pacmmsynrlv1sp4":{"w":1714,"l":796,"t":7},"pacmmbasernn4":{"w":702,"l":113,"t":5},"pacbhgymleader4":{"w":430,"l":22,"t":0},"pacmmsynrlv14":{"w":1451,"l":561,"t":3},"pacbhkaizo4":{"w":459,"l":46,"t":1},"pacmmabra4":{"w":2046,"l":907,"t":3},"pacmmlargerl4":{"w":1069,"l":330,"t":1},"pacmmsilfa4":{"w":640,"l":156,"t":0},"pacmmsmallil4":{"w":308,"l":46,"t":1},"pacmmsynrlv04":{"w":1573,"l":596,"t":2},"pacmmsmallrlg94":{"w":1109,"l":385,"t":3},"pacbhsswitch4":{"w":479,"l":48,"t":1},"pacbhg1boss4":{"w":524,"l":18,"t":0},"pacbhpokeenv4":{"w":500,"l":59,"t":0}}
1988.7424027434934	PAC-MM-Abra-4	10800	8711	63	1644.5	23	63.55	19574	Sun Oct 12 2025 03:57:49 GMT+0000 (Coordinated Universal Time)	{"pacmmsmallrlg94":{"w":1476,"l":986,"t":4},"pacmmsynrlv1sp4":{"w":1403,"l":1318,"t":10},"pacmmsilfa4":{"w":1089,"l":620,"t":9},"pacmmsynrlv04":{"w":1470,"l":1253,"t":8},"pacbhgymleader4":{"w":129,"l":24,"t":2},"pacmmsynrlv24":{"w":907,"l":2046,"t":3},"pacbhg1boss4":{"w":162,"l":14,"t":0},"pacbhsswitch4":{"w":153,"l":27,"t":2},"pacbhkaizo4":{"w":132,"l":21,"t":0},"pacbhpokeenv4":{"w":191,"l":29,"t":2},"pacmmlargerl4":{"w":1440,"l":950,"t":4},"pacmmsynrlv14":{"w":1413,"l":1123,"t":12},"pacmmsmallil4":{"w":511,"l":176,"t":4},"pacmmbasernn4":{"w":324,"l":124,"t":3}}
1959.3229855027976	PAC-MM-SynRLV1-SP4	10470	9013	71	1644.5	23	63.55	19554	Sun Oct 12 2025 03:58:09 GMT+0000 (Coordinated Universal Time)	{"pacmmsynrlv24":{"w":796,"l":1714,"t":7},"pacmmabra4":{"w":1318,"l":1403,"t":10},"pacmmsynrlv14":{"w":1294,"l":1238,"t":10},"pacmmlargerl4":{"w":1375,"l":1070,"t":12},"pacmmbasernn4":{"w":376,"l":153,"t":2},"pacmmsmallrlg94":{"w":1344,"l":1041,"t":9},"pacmmsmallil4":{"w":638,"l":233,"t":3},"pacbhsswitch4":{"w":173,"l":34,"t":1},"pacmmsynrlv04":{"w":1320,"l":1354,"t":4},"pacbhkaizo4":{"w":154,"l":30,"t":0},"pacmmsilfa4":{"w":1152,"l":663,"t":11},"pacbhg1boss4":{"w":202,"l":17,"t":0},"pacbhpokeenv4":{"w":178,"l":42,"t":1},"pacbhgymleader4":{"w":150,"l":21,"t":1}}
1933.8483799167998	PAC-MM-SynRLV0-4	10276	9118	59	1604.5	23	59.92	19453	Sun Oct 12 2025 03:58:03 GMT+0000 (Coordinated Universal Time)	{"pacbhpokeenv4":{"w":166,"l":46,"t":2},"pacmmsynrlv14":{"w":1307,"l":1272,"t":9},"pacmmsmallil4":{"w":688,"l":257,"t":4},"pacmmabra4":{"w":1253,"l":1470,"t":8},"pacmmlargerl4":{"w":1315,"l":1055,"t":9},"pacmmsynrlv1sp4":{"w":1354,"l":1320,"t":4},"pacmmsilfa4":{"w":1152,"l":758,"t":10},"pacbhkaizo4":{"w":143,"l":28,"t":2},"pacbhg1boss4":{"w":178,"l":15,"t":1},"pacmmsmallrlg94":{"w":1393,"l":1100,"t":4},"pacmmsynrlv24":{"w":596,"l":1573,"t":2},"pacbhsswitch4":{"w":197,"l":35,"t":2},"pacmmbasernn4":{"w":396,"l":165,"t":1},"pacbhgymleader4":{"w":138,"l":24,"t":1}}
1891.0623228062182	PAC-MM-LargeRL-4	9812	9689	67	1573.8	23	57.05	19568	Sun Oct 12 2025 03:58:09 GMT+0000 (Coordinated Universal Time)	{"pacmmsynrlv14":{"w":1130,"l":1308,"t":7},"pacbhsswitch4":{"w":276,"l":88,"t":2},"pacmmsynrlv1sp4":{"w":1070,"l":1375,"t":12},"pacmmsynrlv04":{"w":1055,"l":1315,"t":9},"pacmmbasernn4":{"w":484,"l":264,"t":1},"pacmmsmallrlg94":{"w":1192,"l":1254,"t":7},"pacmmsynrlv24":{"w":330,"l":1069,"t":1},"pacmmsmallil4":{"w":1036,"l":417,"t":5},"pacbhg1boss4":{"w":276,"l":29,"t":1},"pacmmabra4":{"w":950,"l":1440,"t":4},"pacbhpokeenv4":{"w":282,"l":103,"t":4},"pacmmsilfa4":{"w":1284,"l":921,"t":11},"pacbhkaizo4":{"w":249,"l":61,"t":1},"pacbhgymleader4":{"w":198,"l":45,"t":2}}
1880.402636170222	PAC-MM-SmallRLG9-4	9946	9580	59	1562.4	23	55.97	19585	Sun Oct 12 2025 03:56:48 GMT+0000 (Coordinated Universal Time)	{"pacmmabra4":{"w":986,"l":1476,"t":4},"pacmmsmallil4":{"w":1035,"l":368,"t":7},"pacbhkaizo4":{"w":196,"l":57,"t":0},"pacbhg1boss4":{"w":245,"l":15,"t":2},"pacmmsynrlv1sp4":{"w":1041,"l":1344,"t":9},"pacbhpokeenv4":{"w":273,"l":78,"t":1},"pacmmlargerl4":{"w":1254,"l":1192,"t":7},"pacmmsynrlv14":{"w":1196,"l":1298,"t":9},"pacmmsilfa4":{"w":1317,"l":902,"t":8},"pacmmsynrlv04":{"w":1100,"l":1393,"t":4},"pacmmbasernn4":{"w":509,"l":241,"t":2},"pacbhsswitch4":{"w":247,"l":69,"t":3},"pacmmsynrlv24":{"w":385,"l":1109,"t":3},"pacbhgymleader4":{"w":162,"l":38,"t":0}}
1871.7276413995326	PAC-MM-SynRLV1-4	10177	9263	83	1601.6	23	59.65	19523	Sun Oct 12 2025 03:57:49 GMT+0000 (Coordinated Universal Time)	{"pacmmlargerl4":{"w":1308,"l":1130,"t":7},"pacmmsynrlv04":{"w":1272,"l":1307,"t":9},"pacmmsynrlv1sp4":{"w":1238,"l":1294,"t":10},"pacmmsynrlv24":{"w":561,"l":1451,"t":3},"pacmmbasernn4":{"w":405,"l":177,"t":2},"pacbhkaizo4":{"w":163,"l":43,"t":0},"pacbhgymleader4":{"w":169,"l":36,"t":3},"pacmmsilfa4":{"w":1232,"l":761,"t":12},"pacbhsswitch4":{"w":208,"l":57,"t":3},"pacmmsmallrlg94":{"w":1298,"l":1196,"t":9},"pacmmsmallil4":{"w":788,"l":310,"t":6},"pacbhpokeenv4":{"w":223,"l":66,"t":3},"pacmmabra4":{"w":1123,"l":1413,"t":12},"pacbhg1boss4":{"w":189,"l":22,"t":4}}
1793.2712225076373	PAC-MM-SILFA-4	9283	10047	118	1503.3	23	50.32	19448	Sun Oct 12 2025 03:58:10 GMT+0000 (Coordinated Universal Time)	{"pacmmsmallil4":{"w":1537,"l":929,"t":19},"pacbhkaizo4":{"w":412,"l":167,"t":5},"pacmmabra4":{"w":620,"l":1089,"t":9},"pacbhg1boss4":{"w":431,"l":75,"t":1},"pacmmsynrlv14":{"w":761,"l":1232,"t":12},"pacmmsynrlv04":{"w":758,"l":1152,"t":10},"pacmmsynrlv24":{"w":156,"l":640,"t":0},"pacmmsmallrlg94":{"w":902,"l":1317,"t":8},"pacbhsswitch4":{"w":499,"l":229,"t":10},"pacmmsynrlv1sp4":{"w":663,"l":1152,"t":11},"pacbhgymleader4":{"w":413,"l":122,"t":8},"pacmmlargerl4":{"w":921,"l":1284,"t":11},"pacbhpokeenv4":{"w":583,"l":242,"t":7},"pacmmbasernn4":{"w":627,"l":417,"t":7}}
1761.515366144748	PAC-MM-SmallIL-4	8837	10481	144	1429.2	23	43.23	19462	Sun Oct 12 2025 03:58:10 GMT+0000 (Coordinated Universal Time)	{"pacmmsilfa4":{"w":929,"l":1537,"t":19},"pacmmsmallrlg94":{"w":368,"l":1035,"t":7},"pacmmsynrlv04":{"w":257,"l":688,"t":4},"pacmmsynrlv1sp4":{"w":233,"l":638,"t":3},"pacmmsynrlv14":{"w":310,"l":788,"t":6},"pacmmlargerl4":{"w":417,"l":1036,"t":5},"pacmmsynrlv24":{"w":46,"l":308,"t":1},"pacbhg1boss4":{"w":1027,"l":345,"t":9},"pacbhgymleader4":{"w":1116,"l":565,"t":17},"pacbhpokeenv4":{"w":1104,"l":785,"t":14},"pacbhkaizo4":{"w":1045,"l":673,"t":16},"pacmmabra4":{"w":176,"l":511,"t":4},"pacmmbasernn4":{"w":742,"l":847,"t":10},"pacbhsswitch4":{"w":1067,"l":725,"t":29}}
1759.8390339405862	PAC-MM-BaseRNN-4	6564	6637	117	1443.8	23	44.62	13318	Sun Oct 12 2025 03:43:49 GMT+0000 (Coordinated Universal Time)	{"pacmmsynrlv24":{"w":113,"l":702,"t":5},"pacmmsynrlv1sp4":{"w":153,"l":376,"t":2},"pacmmsynrlv14":{"w":177,"l":405,"t":2},"pacmmlargerl4":{"w":264,"l":484,"t":1},"pacbhgymleader4":{"w":797,"l":406,"t":20},"pacbhkaizo4":{"w":832,"l":463,"t":4},"pacmmsmallrlg94":{"w":241,"l":509,"t":2},"pacmmsilfa4":{"w":417,"l":627,"t":7},"pacbhsswitch4":{"w":921,"l":500,"t":34},"pacmmsmallil4":{"w":847,"l":742,"t":10},"pacmmsynrlv04":{"w":165,"l":396,"t":1},"pacbhg1boss4":{"w":612,"l":181,"t":8},"pacmmabra4":{"w":124,"l":324,"t":3},"pacbhpokeenv4":{"w":901,"l":522,"t":18}}
